name,cmc,color_identity,type_line,rarity,power,toughness,keywords,set_type,oracle_text_length,year_released,is_reprint,is_reserved,num_colors,is_creature,is_legendary,card_age_days,edhrec_rank
Satyr's Cunning,1.0,R,Sorcery,common,,,Escape,expansion,195,2020,False,False,1,False,False,1104,11385
Rancid Earth,3.0,B,Sorcery,common,,,Threshold,expansion,170,2002,False,False,1,False,False,7667,17317
Feral Deceiver,4.0,G,Creature — Spirit,common,3,2,,expansion,198,2004,False,False,1,True,False,6697,22565
Mortal's Resolve,2.0,G,Instant,common,,,,expansion,128,2014,False,False,1,False,False,3281,8053
Chimney Rabble,4.0,R,Creature — Phyrexian Goblin Warrior,common,3,3,Haste,expansion,99,2023,False,False,1,True,False,-2,21101
Kragma Butcher,3.0,R,Creature — Minotaur Warrior,common,2,3,Inspired,expansion,85,2014,False,False,1,True,False,3281,14122
Hickory Woodlot,0.0,G,Land,common,,,,expansion,215,1999,False,False,1,False,False,8521,6623
Fierce Witchstalker,4.0,G,Creature — Wolf,common,4,4,Trample,expansion,155,2019,False,False,1,True,False,1216,10991
Stupefying Touch,2.0,U,Enchantment — Aura,common,,,Enchant,masters,136,2016,True,False,1,False,False,2427,14496
Oko's Accomplices,3.0,U,Creature — Faerie,common,2,3,Flying,expansion,6,2019,False,False,1,True,False,1216,22757
Waterfall Aerialist,4.0,U,Creature — Djinn Wizard,common,3,1,"Flying,Ward",expansion,143,2021,False,False,1,True,False,649,18877
Mine Worker,2.0,,Artifact Creature — Assembly-Worker,common,2,1,,expansion,114,2022,False,False,0,True,False,75,13845
Scrapwork Mutt,2.0,R,Artifact Creature — Dog,common,2,1,Unearth,expansion,301,2022,False,False,1,True,False,75,12706
Bounding Wolf,3.0,G,Creature — Wolf,common,3,2,"Reach,Flash",expansion,11,2021,False,False,1,True,False,495,10856
Transluminant,2.0,"G,W",Creature — Dryad Shaman,common,2,2,,expansion,121,2005,False,False,2,True,False,6326,23486
Mogg Raider,1.0,R,Creature — Goblin,common,1,1,,expansion,65,1997,False,False,1,True,False,9241,10286
Giant Albatross,2.0,U,Creature — Bird,common,1,1,Flying,expansion,239,1995,False,False,1,True,False,9985,22607
Syncopate,1.0,U,Instant,common,,,,expansion,148,2021,True,False,1,False,False,439,4630
Boggart Birth Rite,1.0,B,Tribal Sorcery — Goblin,common,,,,expansion,59,2007,False,False,1,False,False,5591,12153
Soltari Emissary,2.0,W,Creature — Soltari Soldier,common,2,1,,masters,113,2014,True,False,1,True,False,3152,20290
Dawntreader Elk,2.0,G,Creature — Elk,common,2,2,,draft_innovation,124,2020,True,False,1,True,False,929,3634
Durkwood Boars,5.0,G,Creature — Boar,common,4,4,,starter,0,2000,True,False,1,True,False,8341,20507
Orcish Farmer,3.0,R,Creature — Orc,common,2,2,,masters,72,2008,True,False,1,True,False,5245,21405
Keening Apparition,2.0,W,Creature — Spirit,common,2,2,,expansion,57,2012,False,False,1,True,False,3771,13653
Zephyr Falcon,2.0,U,Creature — Bird,common,1,1,"Flying,Vigilance",core,17,1997,True,False,1,True,False,9445,19523
Wasteland Scorpion,3.0,B,Creature — Scorpion,common,2,2,"Cycling,Deathtouch",expansion,61,2017,False,False,1,True,False,2105,14665
Ferocious Charge,3.0,G,Instant,common,,,Scry,expansion,190,2004,False,False,1,False,False,6816,20694
Malicious Advice,2.0,"B,U",Instant,common,,,,expansion,65,2001,False,False,2,False,False,8031,23015
Training Drone,3.0,,Artifact Creature — Drone,common,4,4,,expansion,58,2011,False,False,0,True,False,4380,22558
Boros Mastiff,2.0,W,Creature — Dog,common,2,2,Battalion,expansion,217,2013,False,False,1,True,False,3561,15955
Pili-Pala,2.0,,Artifact Creature — Scarecrow,common,1,1,Flying,expansion,70,2008,False,False,0,True,False,5388,3321
Precision Bolt,3.0,R,Sorcery,common,,,,expansion,44,2018,False,False,1,False,False,1580,20882
Furious Resistance,1.0,R,Instant,common,,,,expansion,77,2013,False,False,1,False,False,3652,19716
Combat Medic,3.0,W,Creature — Human Cleric Soldier,common,0,2,,masters,78,2008,True,False,1,True,False,5245,23355
Veteran's Voice,1.0,R,Enchantment — Aura,common,,,Enchant,expansion,187,1996,False,False,1,False,False,9732,21521
Decommission,3.0,W,Instant,common,,,Revolt,expansion,127,2017,False,False,1,False,False,2203,16231
Bloodbriar,3.0,G,Creature — Plant Elemental,common,2,3,,masters,76,2020,True,False,1,True,False,908,13315
Death-Hood Cobra,2.0,G,Creature — Phyrexian Snake,common,2,2,,masters,116,2020,True,False,1,True,False,908,12039
Dinosaur Hunter,2.0,B,Creature — Human Pirate,common,2,2,,expansion,75,2018,False,False,1,True,False,1839,22876
Priest of Yawgmoth,2.0,B,Creature — Phyrexian Human Cleric,common,1,2,,expansion,95,1994,False,False,1,True,False,10561,13803
Gnarled Sage,5.0,G,Creature — Treefolk Druid,common,4,4,Reach,core,187,2020,False,False,1,True,False,943,19892
Safe Passage,3.0,W,Instant,common,,,,core,82,2012,True,False,1,False,False,3855,9747
Toll of the Invasion,3.0,B,Sorcery,common,,,Amass,expansion,236,2019,False,False,1,False,False,1370,14158
Shower of Sparks,1.0,R,Instant,common,,,,duel_deck,97,2013,True,False,1,False,False,3435,13173
Cenn's Heir,2.0,W,Creature — Kithkin Soldier,common,1,1,,expansion,95,2007,False,False,1,True,False,5591,17668
Rafter Demon,4.0,"B,R",Creature — Demon,common,4,2,Spectacle,expansion,235,2019,False,False,2,True,False,1468,16887
Supply Caravan,5.0,W,Creature — Camel,common,3,5,,expansion,135,2017,False,False,1,True,False,2105,22817
Eager First-Year,2.0,W,Creature — Human Wizard,common,2,2,Magecraft,expansion,113,2021,False,False,1,True,False,649,18834
Bone Pit Brute,6.0,R,Creature — Cyclops,common,4,5,Menace,core,162,2020,False,False,1,True,False,943,19654
Siren Lookout,3.0,U,Creature — Siren Pirate,common,1,2,"Flying,Explore",expansion,249,2017,False,False,1,True,False,1951,13001
Estwald Shieldbasher,4.0,W,Creature — Human Soldier,common,4,2,,expansion,167,2021,False,False,1,True,False,439,16956
Shanodin Dryads,1.0,G,Creature — Nymph Dryad,common,1,1,"Landwalk,Forestwalk",core,90,2001,True,False,1,True,False,7966,16273
Stonefare Crocodile,3.0,"B,G",Creature — Crocodile,common,3,2,,duel_deck,133,2014,True,False,2,True,False,3246,21650
Barbarian Outcast,2.0,R,Creature — Human Barbarian Beast,common,2,2,,expansion,56,2002,False,False,1,True,False,7667,23445
Ripscale Predator,6.0,R,Creature — Dinosaur,common,6,5,Menace,draft_innovation,72,2020,True,False,1,True,False,803,13926
Staunch-Hearted Warrior,4.0,G,Creature — Human Warrior,common,2,2,Heroic,masters,123,2018,True,False,1,True,False,1517,19597
Galvanic Relay,3.0,R,Sorcery,common,,,Storm,draft_innovation,165,2021,False,False,1,False,False,593,5211
Vampire Spawn,3.0,B,Creature — Vampire,common,2,3,,expansion,90,2021,False,False,1,True,False,558,9877
Annul,1.0,U,Instant,common,,,,expansion,45,2021,True,False,1,False,False,726,5118
Consult the Necrosages,3.0,"B,U",Sorcery,common,,,,expansion,81,2005,False,False,2,False,False,6326,14993
Prescient Chimera,5.0,U,Creature — Chimera,common,3,4,"Scry,Flying",draft_innovation,154,2020,True,False,1,True,False,929,12935
Griptide,4.0,U,Instant,common,,,,duel_deck,50,2014,True,False,1,False,False,3246,17075
Wall of Faith,4.0,W,Creature — Wall,common,0,5,Defender,core,87,2009,False,False,1,True,False,4947,15755
Guardian Shield-Bearer,2.0,G,Creature — Human Soldier,common,2,1,Megamorph,expansion,264,2015,False,False,1,True,False,2868,18289
Sootfeather Flock,5.0,B,Creature — Bird,common,3,2,"Flying,Morph",expansion,126,2003,False,False,1,True,False,7303,24415
Walking Corpse,2.0,B,Creature — Zombie,common,2,2,,core,0,2020,True,False,1,True,False,943,17605
Countermand,4.0,U,Instant,common,,,Mill,expansion,54,2014,False,False,1,False,False,3197,10316
Devout Harpist,1.0,W,Creature — Human,common,1,1,,expansion,48,1999,False,False,1,True,False,8752,19940
Mystic Familiar,2.0,W,Creature — Bird,common,1,2,"Flying,Threshold",expansion,130,2002,False,False,1,True,False,7667,20113
Electrify,4.0,R,Instant,common,,,,core,44,2018,True,False,1,False,False,1664,19002
Shielded Passage,1.0,W,Instant,common,,,,expansion,68,2013,False,False,1,False,False,3652,16661
Veteran Dungeoneer,4.0,W,Creature — Human Warrior,common,3,4,Venture into the dungeon,expansion,125,2021,False,False,1,True,False,558,9625
Energy Refractor,2.0,,Artifact,common,,,,expansion,90,2022,False,False,0,False,False,75,10555
Kitsune Blademaster,3.0,W,Creature — Fox Samurai,common,2,2,"Bushido,First strike",expansion,107,2004,False,False,1,True,False,6697,11360
Gravel Slinger,4.0,W,Creature — Human Soldier,common,1,3,Morph,expansion,196,2002,False,False,1,True,False,7422,23989
Fencer Clique,4.0,U,Creature — Faerie Soldier,common,3,2,Flying,expansion,60,2008,False,False,1,True,False,5479,21668
Blanchwood Treefolk,5.0,G,Creature — Treefolk,common,4,5,,expansion,0,1998,False,False,1,True,False,8878,21703
Reach Through Mists,1.0,U,Instant — Arcane,common,,,,duel_deck,12,2017,True,False,1,False,False,2133,9539
Veil of Birds,1.0,U,Enchantment,common,,,,expansion,122,1998,False,False,1,False,False,8878,20076
Spellweaver Duo,7.0,U,Creature — Human Wizard,common,4,4,Assist,draft_innovation,167,2018,False,False,1,True,False,1699,22040
Ill-Tempered Cyclops,4.0,R,Creature — Cyclops,common,3,3,"Trample,Monstrosity",draft_innovation,123,2016,True,False,1,True,False,2350,22224
Disruption Protocol,2.0,U,Instant,common,,,,expansion,112,2022,False,False,1,False,False,348,5064
Cathartic Reunion,2.0,R,Sorcery,common,,,,masters,78,2020,True,False,1,False,False,908,574
Roc Hunter,2.0,R,Creature — Human Soldier,common,3,1,Reach,expansion,5,2022,False,False,1,True,False,75,22664
Grudge Keeper,2.0,B,Creature — Zombie Wizard,common,2,1,,draft_innovation,102,2014,False,False,1,True,False,3162,7823
Sokenzan Bruiser,5.0,R,Creature — Ogre Warrior,common,3,3,"Landwalk,Mountainwalk",expansion,94,2004,False,False,1,True,False,6697,23703
Leonin Snarecaster,2.0,W,Creature — Cat Soldier,common,2,1,,duel_deck,76,2014,True,False,1,True,False,3071,18401
Coat with Venom,1.0,B,Instant,common,,,,expansion,137,2015,False,False,1,False,False,2868,14966
Kitsune Healer,4.0,W,Creature — Fox Cleric,common,2,2,,expansion,159,2004,False,False,1,True,False,6697,14854
Akki Blizzard-Herder,2.0,R,Creature — Goblin Shaman,common,1,1,,expansion,62,2005,False,False,1,True,False,6571,12516
Eldrazi Skyspawner,3.0,U,Creature — Eldrazi Drone,common,2,1,"Flying,Devoid",expansion,183,2015,False,False,1,True,False,2679,9809
Liliana's Specter,3.0,B,Creature — Specter,common,2,1,Flying,planechase,84,2016,True,False,1,True,False,2259,6294
Hinterland Drake,3.0,U,Creature — Drake,common,2,3,Flying,expansion,55,2017,False,False,1,True,False,2203,21781
Dispeller's Capsule,1.0,W,Artifact,common,,,,commander,83,2021,True,False,1,False,False,649,4325
Beast Hunt,4.0,G,Sorcery,common,,,,expansion,133,2009,True,False,1,False,False,4870,21098
Woodland Chasm,0.0,"B,G",Snow Land — Swamp Forest,common,,,,expansion,68,2021,False,False,2,False,False,726,917
Inspiring Overseer,3.0,W,Creature — Angel Cleric,common,2,1,Flying,expansion,87,2022,False,False,1,True,False,278,2183
Maze Glider,6.0,U,Creature — Elemental,common,3,5,Flying,expansion,54,2013,False,False,1,True,False,3561,19315
Contagious Nim,3.0,B,Creature — Phyrexian Zombie,common,2,2,Infect,expansion,125,2010,False,False,1,True,False,4506,9401
Mourning Patrol // Morning Apparition,3.0,W,Creature — Human Soldier // Creature — Spirit Soldier,common,,,"Flying,Vigilance,Transform,Disturb",expansion,0,2021,False,False,1,True,False,495,16973
Choking Restraints,3.0,W,Enchantment — Aura,common,,,Enchant,expansion,125,2016,False,False,1,False,False,2385,17108
Lose Focus,2.0,U,Instant,common,,,Replicate,draft_innovation,188,2021,False,False,1,False,False,593,6522
Viridian Longbow,1.0,,Artifact — Equipment,common,,,Equip,commander,250,2021,True,False,0,False,False,558,3280
Timberpack Wolf,2.0,G,Creature — Wolf,common,2,2,,masters,85,2018,True,False,1,True,False,1783,21613
Naturalize,2.0,G,Instant,common,,,,core,39,2018,True,False,1,False,False,1664,1624
Vesper Ghoul,3.0,B,Creature — Zombie Druid,common,1,1,,expansion,43,2006,False,False,1,True,False,6116,15464
Moorland Drifter,2.0,W,Creature — Spirit,common,2,2,Delirium,expansion,114,2016,False,False,1,True,False,2490,23639
Blunt the Assault,4.0,G,Instant,common,,,,expansion,110,2010,False,False,1,False,False,4506,9899
Questionable Cuisine,4.0,B,Sorcery,common,,,,funny,217,2022,False,False,1,False,False,117,24514
Slith Ascendant,3.0,W,Creature — Slith,common,1,1,Flying,draft_innovation,91,2020,True,False,1,True,False,803,14296
Towering Indrik,4.0,G,Creature — Beast,common,2,4,Reach,expansion,54,2012,False,False,1,True,False,3771,23968
Centaur Courser,3.0,G,Creature — Centaur Warrior,common,3,3,,core,0,2019,True,False,1,True,False,1300,12562
Runewing,4.0,U,Creature — Bird,common,2,2,Flying,expansion,39,2012,False,False,1,True,False,3771,20586
Rot-Tide Gargantua,5.0,B,Creature — Zombie Kraken,common,5,4,Exploit,expansion,164,2021,False,False,1,True,False,439,9839
Contradict,5.0,U,Instant,common,,,,expansion,34,2015,False,False,1,False,False,2868,14972
Hazardous Blast,4.0,R,Sorcery,common,,,,expansion,127,2023,False,False,1,False,False,-2,18838
Merfolk Spy,1.0,U,Creature — Merfolk Rogue,common,1,1,"Landwalk,Islandwalk",core,199,2013,True,False,1,True,False,3484,11740
Lens Flare,5.0,W,Instant,common,,,Affinity,draft_innovation,157,2021,False,False,1,False,False,593,15688
Moss Viper,1.0,G,Creature — Snake,common,1,1,Deathtouch,expansion,10,2020,False,False,1,True,False,1104,4790
Bamboo Grove Archer,2.0,G,Enchantment Creature — Snake Archer,common,3,3,"Reach,Defender,Channel",expansion,99,2022,False,False,1,True,False,348,11874
Crack the Earth,1.0,R,Sorcery — Arcane,common,,,,expansion,35,2005,False,False,1,False,False,6571,15116
Sea Sprite,2.0,U,Creature — Faerie,common,1,1,"Flying,Protection",masters,27,2007,True,False,1,True,False,5623,18718
Thriving Grubs,2.0,R,Creature — Gremlin,common,2,1,,expansion,172,2016,False,False,1,True,False,2315,19455
Sea Eagle,2.0,U,Creature — Bird,common,1,1,Flying,core,6,2003,True,False,1,True,False,7128,23650
Hardy Veteran,2.0,G,Creature — Human Warrior,common,2,2,,expansion,52,2018,False,False,1,True,False,1839,22266
Strangling Soot,3.0,"B,R",Instant,common,,,Flashback,masters,150,2021,True,False,2,False,False,684,22245
Spiritual Guardian,5.0,W,Creature — Spirit,common,3,4,,starter,64,2018,True,False,1,True,False,1663,23568
Moment's Peace,2.0,G,Instant,common,,,Flashback,expansion,157,2001,False,False,1,False,False,7793,6622
Fruit of Tizerus,1.0,B,Sorcery,common,,,Escape,expansion,153,2020,False,False,1,False,False,1104,19237
Fire Diamond,2.0,R,Artifact,common,,,,draft_innovation,57,2022,True,False,1,False,False,236,355
Defiant Ogre,6.0,R,Creature — Ogre Warrior,common,3,5,,expansion,120,2015,False,False,1,True,False,2931,20363
Raging Minotaur,4.0,R,Creature — Minotaur Berserker,common,3,3,Haste,masters,5,2009,True,False,1,True,False,4895,23330
Selesnya Guildgate,0.0,"G,W",Land — Gate,common,,,,commander,70,2020,True,False,2,False,False,859,1122
Blazing Crescendo,2.0,R,Instant,common,,,,expansion,138,2023,False,False,1,False,False,-2,15546
Nullmage Advocate,3.0,G,Creature — Insect Druid,common,2,3,,planechase,112,2016,True,False,1,True,False,2259,11072
Clergy en-Vec,2.0,W,Creature — Human Cleric,common,1,1,,expansion,75,1997,False,False,1,True,False,9241,22015
Absolver Thrull,4.0,W,Creature — Thrull Cleric,common,2,3,Haunt,expansion,171,2006,False,False,1,True,False,6207,19268
Serpentine Ambush,2.0,U,Instant,common,,,,expansion,92,2021,False,False,1,False,False,439,14597
Aven Redeemer,4.0,W,Creature — Bird Cleric,common,2,2,Flying,expansion,82,2003,False,False,1,True,False,7303,21588
Wretched Camel,2.0,B,Creature — Zombie Camel,common,2,1,,expansion,125,2017,False,False,1,True,False,2028,22987
Nimble-Blade Khenra,2.0,R,Creature — Jackal Warrior,common,1,3,Prowess,expansion,92,2017,False,False,1,True,False,2105,20612
Seasoned Buttoneer,3.0,U,Creature — Vedalken Employee,common,2,2,Open an Attraction,funny,132,2022,False,False,1,True,False,117,13917
Drownyard Explorers,4.0,U,Creature — Human Wizard,common,2,4,Investigate,expansion,151,2016,False,False,1,True,False,2490,14127
Druid Lyrist,1.0,G,Creature — Human Druid,common,1,1,,expansion,61,2001,False,False,1,True,False,7793,13426
Craven Hulk,4.0,R,Creature — Giant Coward,common,4,4,,expansion,30,2021,False,False,1,True,False,726,19753
Celestial Unicorn,3.0,W,Creature — Unicorn,common,3,2,,expansion,65,2021,False,False,1,True,False,558,6651
Resistance Fighter,1.0,W,Creature — Human Soldier,common,1,1,,core,93,1999,True,False,1,True,False,8687,21477
Lunarch Veteran // Luminous Phantom,1.0,W,Creature — Human Cleric // Creature — Spirit Cleric,common,,,"Flying,Transform,Disturb",expansion,0,2021,False,False,1,True,False,495,3087
Pyre Hound,4.0,R,Creature — Elemental Dog,common,2,3,Trample,masters,89,2018,True,False,1,True,False,1783,13778
Proven Combatant,1.0,U,Creature — Human Warrior,common,1,1,Eternalize,expansion,200,2017,False,False,1,True,False,2028,19678
Chittering Host,7.0,B,Creature — Eldrazi Horror,common,5,6,"Haste,Menace",expansion,196,2016,False,False,1,True,False,2385,23809
Fists of Flame,2.0,R,Instant,common,,,,draft_innovation,114,2020,True,False,1,False,False,803,1741
Gloom Stalker,3.0,W,Creature — Dwarf Ranger,common,2,3,,expansion,71,2021,False,False,1,True,False,558,15798
Mountain Goat,1.0,R,Creature — Goat,common,1,1,"Landwalk,Mountainwalk",core,94,1999,True,False,1,True,False,8687,17582
Rhizome Lurcher,4.0,"B,G",Creature — Fungus Zombie,common,2,2,Undergrowth,expansion,147,2018,False,False,2,True,False,1580,11501
Whirlpool Whelm,2.0,U,Instant,common,,,Clash,commander,306,2011,True,False,1,False,False,4247,19648
Stonewood Invoker,2.0,G,Creature — Elf Mutant,common,2,2,,duel_deck,55,2014,True,False,1,True,False,2980,21689
Caller of Gales,1.0,U,Creature — Merfolk Wizard,common,1,1,,draft_innovation,60,2016,True,False,1,True,False,2350,15758
Woodcutter's Grit,3.0,G,Instant,common,,,,expansion,148,2016,False,False,1,False,False,2385,17148
Aviation Pioneer,3.0,U,Creature — Human Artificer,common,1,2,,core,113,2018,False,False,1,True,False,1664,14493
Erratic Explosion,3.0,R,Sorcery,common,,,,planechase,252,2016,True,False,1,False,False,2259,17340
Soul Scourge,5.0,B,Creature — Nightmare Horror,common,3,2,Flying,expansion,144,2002,False,False,1,True,False,7667,22130
